902.785 11
904.25 11
905.716 8
907.181 8
908.647 14
910.112 10
911.578 16
913.043 13
914.509 9
915.975 11
917.44 10
918.906 9
920.371 7
921.837 14
923.302 14
924.768 7
926.234 11
927.699 10
929.165 7
930.63 11
932.096 8
933.561 12
935.027 12
936.492 17
937.958 12
939.424 14
940.889 10
942.355 13
943.82 13
945.286 12
946.751 19
948.217 14
949.682 12
951.148 12
952.614 19
954.079 12
955.545 7
957.01 10
958.476 10
959.941 8
961.407 10
962.872 12
964.338 9
965.804 10
967.269 7
968.735 7
970.2 11
971.666 14
973.131 11
974.597 13
976.063 10
977.528 10
978.994 18
980.459 14
981.925 11
983.39 9
984.856 6
986.321 9
987.787 12
989.253 13
990.718 5
992.184 10
993.649 14
995.115 13
996.58 14
998.046 12
999.511 13
1000.98 8
1002.44 10
1003.91 5
1005.37 8
1006.84 11
1008.3 7
1009.77 8
1011.24 8
1012.7 7
1014.17 15
1015.63 12
1017.1 9
1018.56 7
1020.03 9
1021.49 9
1022.96 13
1024.43 6
1025.89 6
1027.36 12
1028.82 9
1030.29 13
1031.75 7
1033.22 16
1034.68 8
1036.15 9
1037.62 8
1039.08 7
1040.55 4
1042.01 12
1043.48 10
1044.94 11
1046.41 5
1047.88 7
1049.34 12
1050.81 4
1052.27 7
1053.74 8
1055.2 7
1056.67 6
1058.13 10
1059.6 9
1061.06 6
1062.53 3
1064 6
1065.46 5
1066.93 11
1068.39 3
1069.86 4
1071.32 3
1072.79 10
1074.26 9
1075.72 9
1077.19 5
1078.65 10
1080.12 5
1081.58 4
1083.05 5
1084.51 7
1085.98 3
1087.45 10
1088.91 9
1090.38 6
1091.84 7
1093.31 11
1094.77 10
1096.24 9
1097.7 7
1099.17 9
1100.64 7
1102.1 4
1103.57 3
1105.03 6
1106.5 5
1107.96 4
1109.43 7
1110.89 5
1112.36 11
1113.83 7
1115.29 5
1116.76 5
1118.22 4
1119.69 7
1121.15 12
1122.62 2
1124.08 5
1125.55 3
1127.02 10
1128.48 3
1129.95 8
1131.41 6
1132.88 8
1134.34 4
1135.81 6
1137.27 3
1138.74 7
1140.21 11
1141.67 5
1143.14 5
1144.6 8
1146.07 12
1147.53 6
1149 3
1150.46 3
1151.93 6
1153.4 3
1154.86 10
1156.33 7
1157.79 7
1159.26 2
1160.72 5
1162.19 3
1163.65 6
1165.12 7
1166.59 6
1168.05 9
1169.52 6
1170.98 9
1172.45 7
1173.91 2
1175.38 4
1176.84 8
1178.31 9
1179.78 8
1181.24 7
1182.71 8
1184.17 14
1185.64 10
1187.1 7
1188.57 8
1190.03 11
1191.5 9
1192.97 7
1194.43 13
1195.9 10
1197.36 9
1198.83 2
1200.29 13
1201.76 8
1203.22 9
1204.69 12
1206.16 7
1207.62 9
1209.09 7
1210.55 10
1212.02 6
1213.48 9
1214.95 12
1216.41 8
1217.88 14
1219.35 8
1220.81 9
1222.28 6
1223.74 11
1225.21 12
1226.67 6
1228.14 8
1229.6 5
1231.07 11
1232.54 7
1234 13
1235.47 10
1236.93 7
1238.4 5
1239.86 6
1241.33 10
1242.79 6
1244.26 9
1245.73 15
1247.19 6
1248.66 11
1250.12 11
1251.59 7
1253.05 5
1254.52 9
1255.98 5
1257.45 6
1258.92 6
1260.38 1
1261.85 5
1263.31 6
1264.78 7
1266.24 3
1267.71 3
1269.17 11
1270.64 5
1272.11 9
1273.57 4
1275.04 3
1276.5 9
1277.97 8
1279.43 10
1280.9 2
1282.36 7
1283.83 2
1285.3 5
1286.76 4
1288.23 6
1289.69 6
1291.16 4
1292.62 11
1294.09 5
1295.55 3
1297.02 6
1298.49 2
1299.95 4
1301.42 6
1302.88 3
1304.35 6
1305.81 2
1307.28 2
1308.74 5
1310.21 5
1311.68 4
1313.14 4
1314.61 4
1316.07 3
1317.54 2
1319 4
1320.47 5
1321.93 3
1323.4 3
1324.87 6
1326.33 4
1327.8 4
1329.26 3
1330.73 2
1332.19 2
1333.66 1
1335.12 2
1336.59 2
1338.06 4
1339.52 1
1340.99 0
1342.45 3
1343.92 3
1345.38 4
1346.85 0
1348.31 2
1349.78 2
1351.25 6
1352.71 2
1354.18 4
1355.64 3
1357.11 4
1358.57 1
1360.04 3
1361.5 1
1362.97 3
1364.44 2
1365.9 1
1367.37 1
1368.83 8
1370.3 4
1371.76 2
1373.23 4
1374.69 2
1376.16 3
1377.63 3
1379.09 0
1380.56 2
1382.02 1
1383.49 3
1384.95 4
1386.42 2
1387.88 2
1389.35 3
1390.82 4
1392.28 4
1393.75 1
1395.21 3
1396.68 6
1398.14 4
1399.61 2
1401.07 3
1402.54 2
1404.01 2
1405.47 1
1406.94 2
1408.4 2
1409.87 2
1411.33 3
1412.8 1
1414.26 2
1415.73 3
1417.2 1
1418.66 3
1420.13 5
1421.59 2
1423.06 3
1424.52 0
1425.99 0
1427.45 3
1428.92 2
1430.39 1
1431.85 2
1433.32 0
1434.78 3
1436.25 3
1437.71 2
1439.18 0
1440.64 3
1442.11 3
1443.58 4
1445.04 1
1446.51 1
1447.97 8
1449.44 5
1450.9 4
1452.37 1
1453.83 5
1455.3 3
1456.77 1
1458.23 1
1459.7 1
1461.16 6
1462.63 1
1464.09 2
1465.56 4
1467.02 1
1468.49 4
1469.96 2
1471.42 2
1472.89 2
1474.35 1
1475.82 6
1477.28 0
1478.75 4
1480.21 0
1481.68 1
1483.15 2
1484.61 1
1486.08 3
1487.54 2
1489.01 1
1490.47 2
1491.94 3
1493.41 2
1494.87 2
1496.34 2
1497.8 3
1499.27 2
